review_text,sentiment
little better quality would have been nice,neutral
Product broke the 2nd time using it. The lighting port broke inside my phone and had to be manually removed.,negative
It was all good up until I dyed it brown. From that point the hair went down hill,neutral
Waited so long just to not fit me,negative
Only worked on one side,negative
"Good product, works okay, just keep large zip ties handy in case.. Only con is its abit smaller then I'd hope'd for but otherwise, it does as designed and comfortably.",neutral
Needs a 100% smooth surface to suction too but the kids love it either way,neutral
Way sharper than my other ones I have. Great product,positive
Kinda disappointed it doesn't have side molle web like the picture showed,neutral
"We purchased the sunglasses straps for a vacation in Peru. They have already fallen apart, won’t stay on earpieces and the neoprene has separated from the fabric.",negative
It stated 4 bottles. Only received one bottle. Buyers beware.,negative
"Have not used yet but should work great, Thanks",positive
I'm destined to suffer through this movie every Christmas.,neutral
"Would leave less than a one star review if I could. As others have stated happened to them, I got most of the sound out of the left channels only in my car (Using with an iPhone 7). Was fine if I was just listening to podcasts, but music was un-listenable. Waste of money, I;'m now investigating other options. Since it was used in a new (to me) car, it took me a while to determine that the cable was defective, and now I'm outside the return window.",negative
Way to small for the price you pay.,negative
Ignitor doesn't work. Otherwise exactly what you'd expect,neutral
This is the best dy-sub printer in the industry. Quick. About 30 seconds Shiny and clear prints. Rugged. Zero drying time.,positive
Connecting latch in the back broke very easily,neutral
"Beautiful puzzle and nice quality. I liked the image so much I paid quite a bit more than I normally do for a puzzle. Unfortunately, there was an edge piece missing right from the start. Since the edge is the first part I do it spoiled finishing the puzzle knowing it was already incomplete. I also didn't start it soon enough in time to return it or ask for a replacement or credit not realizing the return window had passed. So I have a nice puzzle with a missing piece. I have read reviews where this happens to other people so I always open the box very carefully (so as not to lose any pieces) and keep the puzzle in a safe place while I work on it. I now know that missing pieces right from the manufacturer do happen. Very disappointing otherwise this would have been a five-star review.",neutral
Works as it should. I buy OEM to take care of my equipment and this is the one.,positive
Product broke less than 5 minutes of use. Not made of quality durable materials. Would not recommend.,negative
"After 3 weeks of using this pan (probably only actually used 6-7 times) the finish in the pan is already ruined. I bought the same kind of pan in a larger size as well and that one is still fine. I’ve been extremely careful about cleaning and storing them and have treated each pan exactly the same, so this smaller one must have been defective. I tried soaking the pan repeatedly to try and get it back to normal, but it’s ruined. Complete waste of money.",negative
Good quality works perfectly for my 5 week old litter of 6 everyone has room on just 1 dish for now but I like that it comes in a set of 2 for when their bigger,positive
"Love these new oven mitts! Previously I had the all quilted fabric ones. Because they absorbed spills and food odors, my new dog would steal them off the counter and chew them up if I turned my back on them for a moment. These new mits are flexible, fit my hubby's large hands as well as my smaller ones comfortably. There are the perfect length to keep me for getting burned if I have to grab a pan that has slid to the back of my oven. I am very please with them.",positive
very happy with this grinder. knowing I have a quality tool makes me feel good,positive
After 2 months the bottom of the shoe started to peel,neutral
I got this for my daughter. She is a teacher. It shows the countries very well.,neutral
"To be honest this wallet is ideal for the simple man which I am, however I purchased this item for the concept of hold 30 bills. Upon receiving I was showing a cashier my wallet and he lets me try 25 one dollar bills in the clip and it doesn’t even have a chance at magnetism. To be honest this upset me the most as I purchased it for this reason, their approach at saying these are rare magnets thatll hold 30 bills is a complete lie and over sell. Again the wallet is amazing for the simple man, however unless you like being lied too this is not your wallet.",negative
This product gave my dog diarrhea for a week.,negative
Very good bowls! These seal great when putting leftovers in the fridge 😁 Well worth the price!,positive
"Like how the color is fading to the top, so I know where is the top. It's clear, so I can enjoy to see the phone color. The thing which I do not like is that the ring, which should of been a holder became flimsy in 1 month.... So I use it as a holder when need to carry just a phone.",neutral
"I really liked this seat. Ordered so that I could sit comfortably on the grass during my son's baseball games. It was supportive, light weight, and very adjustable. But I was only able to use 10 or 12 times before the plastic frame piece inside the chair popped out. I'll probably order another since I haven't figured out a permanent fix, but I hate how disposable this feels. Wish I could pay a few extra dollars for better stitching but it seems like no matter the price this seems to be a common problem.",neutral
My twin 13 year old daughters said they look alittle small but are nice.,neutral
"Was very skeptical to buy this item because of the price. Unfortunately I did not like the glasses, they felt very light and cheap and the Lenses weren’t dark enough. Also they fit a little to small",negative
Great way for little kids and big kids to get on the trampoline. Easy to assemble and attach.,positive
I enjoyed this book and didn’t want to put it down. I highly recommend reading it. I like that it went back and forth from the then and now.,positive
Wish it came with cases. Always getting dirty!,neutral
Same as I needed however the shaft wasn’t long enough to get through the axle beam.,neutral
This breaks easily. So you end up having to do your child’s hair all over again,negative
"Great purchase! Durable, thick, excellent quality. Have washed it 6 times now and still holds color and quality.",positive
"Absolutely awful, created a muffled sound with good quality headphones, would make crackling sounds, and the cord completely pulled right out of the part that connected to the phone with very little tugging. And I had used these for about four hours. Buy something straight from Apple for sure, do not waste your money on this, I bought this because it seemed to have better reviews but it was a complete fail.",negative
"Very good product, I use it for practicing aerial sling in my garage and it works perfectly. The mat is thick enough, it's easy to fold without any help, and you can use it either completely flat, like intended, or folded in half for extra padding and a smaller surface area. This product is exactly what I needed.",positive
"This paper towel holder looks great under my cabinets, it matches all my stainless steal appliances perfect. It was super easy to install, it’s also easy to replace the paper towels when finished and it comes with an extra adhesive strip should you need to ever move it",positive
Ducks really didn't take to this product well.,neutral
This is an inexpensive lightweight sweatshirt and is a reasonable value for the $10 charged for it...but it is quite small and flimsy by comparison to Carhartts products of similar design. Order at least one size larger than needed. maybe two.,neutral
It’s a really great pop socket! Only reason I put 3 stars is because somehow my husband managed to break this one from putting his phone in his pocket and it would just break off.,neutral
"Overall rating is a 5. Having said that, the suction pads are small and wont hold on my textured shower floor. I wear a womens size 9W shoe and I can fit both feet on the pad at the same time. And by standing on it with one foot I can scrub the other foot. Love the longer bits in front that get between the toes. A quick rinse with the shower and its clean. I hang it up after every usr to make sure it dries. For those with tender or sensitive feet it might be a little stiff. But I love it. After a long day of being in work shoes my feet are smoother and more relaxed.",positive
The only thing I don’t like is that when I pump into the bag it doesn’t give an actual amount of how much ounces I pumped. The bag will say 5 ounces but when I transfer it into a bottle it will only be 2.5 ounces which is weird. Overall the bags are easy to use and perfect for storing breast milk.,neutral
Can not use without a brush attachment as shown in add.,negative
"Price for 2 is great but that is all.. it doesn't fully cover the edges, because of this, I have to press really hard on the outside keyboard keys. Very annoying.",negative
"Nice case. My Daughter loved it. Sleep/awake features. Stands up in portrait mode. She’s happy, I’m happy.",positive
Very beautiful set! Using these for my first apartment.,positive
Don’t buy this product it doesn’t work,negative
My dog chewed this apart in 10 min. And now I'm praying that she poops the rest out and we don't have to go to surgery since half of it is still in her intestines. Do not buy this. Not worth your dog's life.,negative
"Still pinches, doesn’t curl very well as the springs are very tight",neutral
ABsolutely love Cher n anything she ever does is great great great!!,positive
"Well, I ordered the 100 pack and what came in the mail was silver eyeshadow....Yep, silver women’s eyeshadow...no blades....how does that happen???",negative
Works well to make 2 sandwiches at a time!,positive
"This is not a substitute for the GoPro mic adapter. I plugged this into my GoPro and tried three mics - a lavalier, the Rode Mini and a Rode Pro (with uses its own battery supply) and none of them worked.",negative
"I will be returning this ""new"" item which has clearly already been opened by someone else. The box was ripped and had a dirty residue all over the back. Inside the package, the battery was missing. Who knows if the stylus actually works or not- without the battery I can't use it.",negative
Love it. Can't even tell I have a screen protector on.,positive
Received this and the Black was broken and all over the other colors my daughter ordered it for her sisters Christmas present and was very upset now we will have to buy her something else before Christmas,negative
I LOVE THEM. They’re perfect so perfect ♥️ Came out works well. Definitely light weight and fairy light approved,positive
Bought as a thumb ring. Is very pretty but it cracked in half the third time I wore it. It’s on the thin side. The design catches on clothing and hair. Liked the look but can’t wear it anymore.,neutral
I purchase mine for an Android phone. But when it came in but it is for iphone. See picture attached. I dont want to do return so I'm giving it to my sister instead. I just wanted to let ya know. T-T,neutral
I do like my nail art kit but never received the scraper for the metal plates. So instead I only used the brushes and stencils,neutral
seam ripped on the side after wearing it twice.,negative
I have owned three different set of Dogtra training collars. This was my newest purchase and I am 100% satisfied with these collars. The battery life is impressive and the remote setup is perfect for our use. The intensity range is great for us since one dog has extremely low sensitivity and the other has extremely high sensitivity. The ergonomic design is nice and I prefer it to the old block types that would get caught on everything.,positive
This was a gift. It was well received and she loves using it.,positive
I gave this to my sister and she said she loves it. She said it works wonders on getting her baby back to sleep at night so she can get some rest instead of going in the nursery and rocking multiple times a night.,positive
"I thought I bought the best, but this arrived broken. One of the 2 welds on the basket was separated. I love the beach and shelling, but with a spinal fusion, I’m unable to bend. I thought this was the answer. I’m sure they would have replaced it, but beach season is now over for us, and sadly not in time for my trip.",negative
It’s a great product but I had to exchange from medium to small. I am 5’1 and 115 lbs. The small fit perfectly. The edges of the bottom was a little thick so it did show through a skin tight dress so be mindful if that’s what you’re planning on wearing with this item.,neutral
I love my Janome!! Item was as described and shipped in a timely manner.,positive
Don’t fit properly glad they were cheap.,negative
I was really worried about buying this just because I was buying it as a Christmas present for my boyfriend. It arrived on time and I checked it to make sure it wasn't broken and that everything was there and I was so happy that it was fine. He absolutely loved it and plays what he can. I don't know much about it being tuned but it plays well and sounds accurate for the songs and the color is similar to that of the game. It came with a little bag that can be attached to a belt and keeps it safe. Over all this is the perfect one to get if you want to buy a replica of the Ocarina.,positive
I absolutely love Merrell's and these did not disappoint. I wore these on 17 mile drive and was able to climb up and down the rocks on the beach with no problem. They stayed secure on my feet and gave me great traction. I wish these came in black like these. These last a long time. Last pair I had for over 5 years and only replaced because I lost them while moving.,positive
"I bought these for temporary use, so the material and quality didn't impact me that much. However, it's very obvious that these shoes are cheaply made, and you can probably find a better pair of white tennis shoes at a discount clothing store. Walmart shoes would probably be preferable.",neutral
I never got to use this machine as it was smashed up when I got it. Amazon? UPS ? The seller has been more than helpful with my issue even if it was not Williams issue. He responded to my e-mail in less that an hour and Amazon had the machine picked up the next day. I purchased this particular machine because of the positive comments about customer service . William has more than lived up to those comments. I will buy another one of these machines as soon as they are available. Keep up the good work Vac Vida,negative
Incredibly uneven toasting. One side barely toasts while the other burns.,negative
"This book has some incredible plans that are easy to cook. I didn't see any mistakes or missing fixings. Profoundly prescribe you get this cook book with the keto supper prep. You will figure out how to utilize it rapidly and begin rapidly making some great dishes. Extraordinary assortment of plans with straightforward directions to pursue.So ,I highly recommend this great one book.",positive
The item was not new not satisfied,negative
"I was sent the wrong flavor and there is no,option to return",negative
"Worked great for a year, then just died. The kettle never rusted and heated quickly, but only lasted about 13 months",neutral
The size and quality of the artificial plant was not as expected. The stems look very false and some of them were broken. One of the corner pieces on the base were also broken. And almost half of the Styrofoam holding the piece in its place is missing as well. I have another one being delivered tomorrow and I will see what shape that one is in for returning anything. I have a feeling that the damage occurred while packaging the product not during shipment.,neutral
I ordered this item for a child 18 months old. When I received the product it had a sticker on it saying it was not for use for anyone under 3 so it was not as advertised.,negative
"This box has made my litter scooping job so much easier! At first I had the litter directly on the sifter which caused urine clumps to clog the holes in the sifter. I wasn't happy so I read reviews. One buyer recommended putting the sifter BETWEEN the 2 solid pans, when cleaning lift the top pan, dump it onto the pan underneath with the sifter on it, lift and sift. This works like a charm! I no longer fear scooping litter pans!",positive
This mattress is far cry from firm in my opinion. Has not helped my back pain at night. Every body is different but if you want a firm sleeping surface this is not the one in my opinion.,neutral
We love it! It looks amazing and is large enough for all our treats.,positive
The cartridge does not work with HP printers. The printer fails to recognize the cartridges,negative
"Uncomfortable, seemed ineffective with vague instructions. Waste of money.",negative
The battery was exactly what was advertise. The delivery was ahead of the estimated time. The price was a great value. I have nothing negative to say about this product or the seller. I will have no problem using them again when their service is required again.,positive
"I read the reviews and figured I had a 50/50 chance this would last. This battery only lasted one week before the low battery light came back one, One Week! Piece of garbage.",negative
Good value considering the price. The grommet for the handle came off within 2 weeks but not a big deal for me. Overall I'm happy with it. Design and color is great.,neutral
Item is a little flimsy and didn't come with instructions.,neutral
"The taste wasn't bad, however, it did raise my blood pressure. Therefore, I stopped taking it.",neutral
"Fit way too big. My ears were healed and would fit other plugs but these would probably never go in unless I stretched in between the two gauges somehow. On the up side, they're pretty.",neutral
Smaller than I expected,neutral
This product is shit!!!!! Do not buy or waste your time. I bought one and it arrived severely damaged. I returned that one and got another one.. also severely damaged. The product is flimsy and not worth the money. Very dissapointed and was really looking forward to having this. The company owes me big.. do not buy this product or any product. I had to select a star to have this review go through. It is the only reason otherwise I would have selected none.,negative
These are beautifully designed. I love them!!! Will likely order more. I'm highly considering it!,positive
"I got this as a birthday present for my best. I was extremely excited to give to her, she didn't wear until a couple days later and the necklace and bracelet completely fell apart. Chain broke and gem unglued from the base of the necklace. So far the earrings are still intacted for now. This product was definitely made cheap. It honestly should cost $2 for it all.",negative
"Extremely strong chemical (insecticide?) smell upon arrival. Made the whole house smell. Washed it and hung it on line to dry and I could smell it 30 feet away. Have washed it two more times and while the smell is decreased, I still can't stand the smell. Contacted seller and they are going to send me a detergent to try. They also offered to take it back. While the price seemed good, it won't be if it has ruined my washing machine as others mentioned. I wanted it for my cat to sleep on but may have to send it back. My guess is any blanket like this made in India will have been treated with insecticide to allow it to be imported to USA.",neutral
Stopped working. Won't recharge. Bought replacement warranty. What's my next step?,negative
I love the colors!! Very easy to apply with very little fall out!,positive
Guard is not that great for trimming my beard so I had to completely shave it off.,negative
Perfect fit and details matched to a T. Shipped fast and I’m loving them.,positive
"It is just what I wanted! Long strap, lots of pockets and it’s Vera Bradley! I absolutely love this bag!",positive
"I have a treadmill at my house and this is really great at showing me my heart rate. It also use it for my morning run around the neighborhood. It has a lot of options that you can choose and use. Overall, it is a great smart watch and I would highly recommend it",positive
"It works, but it covers more area than I need. I used it to cover my wrist tattoos and it cut off at my elbows.",neutral
Different take on Vampires and this book was written well.,positive
I loved how easy it was to peel off .,positive
The jeans are nice but fit tightly on my size 14 daughter and were uncomfortably tight on my size 16 Sister in Law.,neutral
"The knife was very nice looking. Colors were great, and nice blade. But the knife would keep getting stuck when I would open it. It would not close correctly. It was a gift for my brother. And he liked it alot, just wish it would have actually closed right.",neutral
"My husband lives this coffee, hard to find locally",positive
I COULD NOT POSSIBLY WEAR AS I have neuropathy in my ankles and legs. Legs are super sensitive to any touching. Please sen me a return mailing label very soon.,negative
"The unit puts out an adequate amount of heat and it is well made. That being said, it just didn't warm the room as much as I would have liked. It would be great at the office under a desk to warm your feet.",neutral
This is the best knife sharpener I've ever owned.,positive
"This thing is super durable and cool. I love the metal kick stand. Trouble is the kickstand wasn't designed with the volume buttons in mind. With the kickstand up, the volume is on the bottom, so you have to pick it up to adjust it. Otherwise, it's great.",neutral
Poor quality DVD- the dvd made our DVD player vibrate loudly (know it was quality of this DVD bc we put a Marvel DVD in to compare) so disappointing since we love this series on ID,negative
Enjoy sending a gift that can be exchanged for any merchandise the recipient chooses.,positive
Fits well and I love the pockets! I'm spoiled now and get bummed every time I pick a different pair of leggings from my closet and they don't have pockets. Very soft and comfortable,positive
This product is ruined by the monk fruit sweetener. Tastes like sweet n low.,neutral
It is already starting to fray at the edges. I have to burn off the fuzz about once a month. Looks great but would not recommend for high traffic areas.,neutral
Battery life to short just 10 times of use and then didn’t work any more,negative
the piece that holds the ruler part is missing a part.,neutral
I ordered 2 and they were packed loosely. One got damaged during shipping.,neutral
Works fine as a pacifier but ours don't glow all night long. The only way I see it glowing like it is in the photo is if you put it near a black light for a few hours or leave it out on a sunny day. Otherwise it is very faint. We got this more for the glowing aspect but I got rid of my black lights in the 90's. Also the sun doesn't shine on our house because of the swarm of giant eagles flying around looking for Gandalf.,neutral
"I did read it to the end, but very confusing story Lots of loose ends, just not sure I want to dive into another one (story)",neutral
"Six months in and the water pressure is still great with this product. Sometimes maybe too good. There is no way to adjust the water pressure at all. So you have to just live with it. Which is not that bad of a situation. But I do wish there was some way to adjust the pressure at times. Also it leaks just a little bit. Just to be clear, when I turn what I assume is the adjustment knob, nothing changes.",neutral
Very plain with none of the fragrant aromas that I’d expect in a quality roast. Very disappointed in how flat the flavor is. Not ordering again.,neutral
I got two of this heater and one got exploded in 20 days and the other after 33 days. I was able to return the first but not the second.,negative
Not accurate. Many times the buzzer doesn’t go off until minutes after the timer has stopped,neutral
One if the cover tore at the side of zipper!,negative
I liked this because of what I read on the label. The concentration of ingredients was higher than purell and other comparable brands for much less price wise. I bought for my children’s classes not sure how the product feels when being used.,neutral
"The product is awesome....BUT....when you receive them, they are very hard to untangle all 50 of them. It took me almost 1 hour to individually separate them. Owner of product: It might be easier to batch them in multiples of 10 instead of 50. Super difficult to untangle all of them. Also, when placing the hook on the badge, some of them were super hard to push in place. 2 so far were defective.",neutral
"I was disappointed to find out this book can't be viewed in landscape mode. While all the fancy animated pictures look nice it is not convenient to view in only one possible orientation, even after turning media off. I'm not sure about the reasoning behind this.",neutral
Still looking for the culprit for bad running Pontiac.,positive
This is really beautiful with nice details. I read porcelain in the reviews altho the description indicated resin I took a chance hoping that it wasn’t going to look cheap and it wasn’t it’s porcelain. It has a battery operated candle that stays on for 6 hours and off for 18. Perfect for a little ambiance. Mine is indoors but considering couple more for outdoor patio.,positive
They came in a convenient booklet.,neutral
"Ironed on my pictures well and was a big hit for my son's first birthday party making shirts for him, my wife and I. But after an hour of wearing the shirts, the pictures started peeling right off the shirts.",neutral
Arrived with two bottles busted open.,negative
Never received the product. Bought it and it never made it to me.,negative
The sizing is off and extremely difficult to return or get a refund.,negative
It came with one hand instead of two,negative
"this thing smells so bad! my 1 year old is still way too small for it, she likes looking at it but it stinks!! also noticed target smells these for about half the price.",negative
"Does the job, completes whatever costume look you're going for.",neutral
Just received this order yesterday. Took so long I had completely forgotten I ordered it. The bottles leaked. So disappointing. Will buy at the dollar store from now on.,negative
"Ok so the ad claims it has a ""high profile"" these have almost very little arch support, BUT they have a LOT of heel support. I wore them for a few hours playing sports, the balls of the my feet hurt, they have very little padding there.. I was expecting more for $50 but they will work.",neutral
"Very pleased with this eyemask. It fits my face well, blocking out all light but not actually touching my eyelids. The strap closes with Velcro and stays put and is not at all uncomfortable.",positive
"We love all the above feature, will help our grand daughter time concept.",positive
I ordered a 2x. I love the outfit but the top is too small and the bottom fits perfectly .,neutral
"Did not like the fit, didn't match up like original parts",negative
"Warped lenses create a blurry, wavy effect. It's like trying to wear prescription eyewear belonging to someone else. Having said that if you could see clearly through the lenses these would only be satisfactory if they were sold in the five dollar price range. Cheap, Cheap, Cheap!",negative
"I am a disappointed in these ear plugs. I started using these because my of my husband’s snoring. The ear plugs worked for me, but are a bit uncomfortable. I have to reposition them a few times for comfort. They also causes my enter ear to itch. I wish they came with a cleaning solution. Something to drop them into after each use. The most disappointing aspect is that the base came out of the plug. Tried to put it back in, but it just keeps popping back out, very disappointing. One ear plug is worthless.",neutral
These wafers are wonderful. We have some people in our congregation who are gluten intolerant so these work out well with our communion trays.,positive
I still have a bunch of CD's and it's either get something to play them on or throw them away. This works great and I also can cast from my phone and play music .,positive
I had these sights professionally installed on my gun. Now my gun shoots about 4 inches low at 20 feet. Now whether that is the new sights or the installation I do not know for sure. All I know is I now have a gun that is basically useless.,negative
It does not work. When i plugged in it shows the status light but it does not work. very disappointed with the purchase.,negative
"These are very comfortable, fit well, and don't slip or slide on the floors.",positive
"Good ending. Can’t say I really enjoyed this book though. Kept me engaged enough to finish, but probably because it was a bit like watching a train wreck. Wasn’t enjoying what I was seeing, but couldn’t look away.",neutral
This will push down or retrieve whatever you have clogged. It’s like using a hangar but just the right shape.,neutral
Great umbrella. Big enough for 2 people to walk side by side.,positive
"I was so excited for this. When i first saw it in the package it looked so good! Then I opened it and realized how thin it is. This is not a wig you would want to wear out in public unless you don’t mind the wefts showing. I plan on using it when I stream to Twitch so, it should work okay. I may trim the bangs a bit or just figure out a good way to style it. The cap is a bit small, it doesn’t go down to your neck hair line. The color is absolutely gorgeous though and It was cheap so I am not too concerned about it being perfect. You can’t expect to have a $100 quality wig when you pay less than $15.",neutral
"Ordered one large and one medium, both dark maple brown and the two mats aren’t even close in color. Since they are both in the same kitchen, it doesn’t look good. Great mats, but be careful if you’re ordering two, there’s a good chance they won’t match.",negative
I have had my bird feeder for a while and have enjoyed it. At least until I started cleaning it this morning. I have been wondering why there were little red flakes in the liquid then I noticed it was coming off the bottle. What a phony paint job. It comes off the bottle and mixes in with the liquid. It makes me wonder if the humming birds could get sick. I really dislike things like this that are so terribly phony.,negative
"I SHOULD HAVE RETURNED THIS PRODUCT BUT THE RETURN WINDOW RAN OUT. The liner comes folded and does not lay flat. I thought that if I left it out, the material would eventually relax and become flat. It has been out a week and it I still all rippled. Why would the manufacturer not ship it in a tube or wrapped around a tube!!!! This liner is useless. What a joke. Do not buy.",negative
I am very pleased with the product so far. I installed it right away after it came in the mail. Very easy to install. My dog is now learning to not leave my yard. Overall good product and at a cheap price.,positive
I followed the clean instructions and it still was sticking bad. I’m totally disappointed.,negative
"After having the headphone for only two months, one of the headphones broke and now dangles. I loved the headphones but am very disappointed that they broke so quickly, with light wear.",negative
It came to me damaged. The plastic box was broken in the top right corner,negative
"Great scent and cleans well, but the soap is thin and takes more to clean.",neutral
"As stated by others, it has no timer. I have a similar string of Halloween lights which does have a great timer. Please do not order this item if the timer is important to you.",negative
They look nice but do not absorb. The price was good. I guess you get what you pay for.,neutral
I WAS SENT A STAINLESS ONE INSTEAD OF BLACK,negative
This case arrived broken. I'd like to return it please. Thanks,negative
"Amazing,soft comfortable and size according to size chart was accurate. A+ product!!!",positive
Looks great. Works better.,positive
A beautiful set of international power converters for travel. It is equipped with international adapters for different countries. I am very satisfied with this product and will buy gifts for travel friends again.,positive
Did not work at all. Have tried other pills that work but decided to try these due to price and reviews but these just did not work for me and the wifey. I will not be rebuying,negative
These are very pretty earrings. They are a bit heavy and they do hurt my earlobes. I do have cysts in my earlobes so that could factor into some of the pain but I think even thought them the earrings would still be uncomfortable/hurt if worn all day.,neutral
When I received this book the first 68 pages were missing. Absolutely unacceptable for even a used book. Makes no sense why it would be shipped like this,negative
"The pajamas are cute, soft and comfortable. Good fit. I wear an 8 and ordered medium for a relaxed fit.",positive
Great/hilarious concept. Doesn’t hold up to any playing. My dog is not rough on toys. She still has 2 year old toys that are 100% intact. Within 20 minutes this toy had a crack in it and no longer squeaked.,negative
Great for my sons tablet when we go on our car rides it fits to the front of the car and works perfectly thank you,positive
"A love story to its core. This book is a rollercoaster of emotion and once you pick it up, you won’t want to stop reading it. It made me want to be a better husband, man, friend, and Christian. I’d recommend this book to anyone and everyone, but especially to someone who is struggling with loss or just feeling like you’re alone in this world. Bryan paints an amazing picture, that even though we may feel isolated and alone, God is always right their with us. Using us to tell the best love story of all.",positive
"Hooked on the series. Not a romance fan, which this is a good bit about. I do like the sci-fi time travel aspect and the UK/American history.",positive
There were cracks and broken corner when I received them. I need a storage badly that is why I did not return them.,neutral
"Not a real 128Gb memory card. The programming was changed to make it seem like it is, but it only holds about 12GB of actual data. This card also crashed my phone.",negative
"Did not receive the weights and after repeated attempts to contact seller with no response I’m writing this review to tell you STAY AWAY. After looking around their price is not that good, try Target instead at least you’ll get the items you bought.",negative
iPhone 7 not compatible with this product. Wouldn’t allow us to use it at all.,negative
Love how to out into wine bottles to keep fresh! from John Bradford,positive
"Love this case, it's purple but professional, it's light but durable, and best of all, it was so much cheaper that what AT&T had at the store.",positive
1 star is as low as I could go.. wish they had negative stars.... It comes in two pieces.. great choke hazard.. for both children & animals,negative
"The grinders work, but the look and feel is of below average quality. Will see how long they last. Ok to keep in kitchen, not something to put out on the dining table.",neutral
Very nice item. Light and comfortable. Doing it job,positive
Great toy for my son that is obsessed with Sesame Street. It is very quiet. You can barely hear it while the room is silent.,neutral
This reader worked great for 30 days. One day past the 30 return period it died. I don’t want anything that only lasts for a month. Don’t buy.,negative
The sound quality is good and they look sleek. However one of the buds have broken after less than month. They were used daily.,neutral
"I installed my computer with a Samsung 860 evo as my boot drive and this as my data drive. This was the loudest and most annoying component in my computer by far. It makes this very annoying grinding noise that you will definitely hear unless you have headphones and are playing something at high volume. At one point the noise was so strong, I could hear the vibration carrying to my plexiglass case window.",negative
Really pretty but ran a little small,neutral
"So far so good! I haven’t begun using them yet, but I have inspected them. They are very sturdy and I like the weight resistance difference in each band. Will update my review after giving them a go!",neutral
As described and pictured. Perfect for small spaces. Warehouse deal yay!,positive
"Good fit and soft material. Perfect size. Slouches perfect. Not super thick, but still kept me warm on an Oregon fall day.",positive
"The dimensions listed are smaller than what I received, making the filter pretty much useless because it doesn’t fit.",negative
Bottle seal was broken and leaking upon delivery.,negative
Gross little bladder bags. The kids refused to use them and I felt a bit embarrassed using it on our cruise.,negative
Absolutely a sack of garbage that should never ever be sold on Amazon. This piece of crap fell apart the first day I used it. Don’t ever buy this crap,negative
"I purchased this item and anxiously awaited it's arrival. I was so disappointed to find that it did not work. I did request a replacement right away and while the seller sent it promptly, it did not arrive in time for my event so I returned the replacement as well and bought a Primo from my local Walmart which is much more sturdy.",negative
It ok but I will need to return it. The prongs do not remove so that you can you the extension cord. I did not realize that prior to my purchase.,neutral
"Use this for football concession stand. If I had known the door opening was so small, I would have gotten the next size up. Recommend to everyone. But buy the next size up.",positive
Love the colors that came and names however I got them for my 9 month old and we also got the piggy paint remover and omg it takes FOREVER to come off and quite frankly makes it difficult to do my little ones nails also all the steps to ensure it stays on including blow drying and three nails came off on day two so having the remover not easily remove was incredibly frustrating.,neutral
"I apply the product for about 5 minutes or until I don't see bubbles anymore and scrub the dead skin off my lips! This product is on the milder side, which is why I like it. No small particles that hurt my lips. It does the job and my lips do become smooth after each use! I'm happy with the purchase.",positive
Hard to get to connect to charge,negative
Buyer beware! This is an amazing phone; however it is not completely unlocked! They only work with certain SIM cards from certain companies. I recieved an AT&T programmed phone that will not work with my carrier so I must return it. But the phone is in great condition and was a great switch from my iPhone! To update my review: This company has some of the best customer service workers! They are very efficient and fast!,neutral
It doesn't work. That's my whole review. It's a worthless piece of crap! Very rarely could I get it to even take a picture. Nothing about it works. No motion sensitivity. Nothing! Worthless,negative
"(1) Piece of s_h_i_t . Don’t waste your money. (2) The actual length to do my nails is 2.5 inches — way too short. The actual length, as I received it, from end to end, is 4.5 inches long. (3) Amazon sent the wrong item, twice. (4) You get what you pay for. After the 3rd use, the roughness is wearing away. For the same money, you can get an emory board which will last longer. (5) The adhesive they use in manufacture — the adhesive that holds the filings on — is wearing away. (6) Not even worth one star. This product deserves 0 stars. (7) I cannot recommend this product less.",negative
"These are the best lounging pants! Perfect for maternity, they fit true to size, i sized up for a more comfortable feel",positive
"Love how easy these are to care for. Dropped one and it didn’t break, so may be okay with kids. Moves easily between stove, table, fridge and microwave.",positive
"After just one month of use, these replacement parts broke. The plastic piece that that fits into the flange (as pictured) literally cracked off. I’ve washed these only by hand so the poor quality is shocking.",negative
"A teenage girl who fun it. Interesting setting. It was ok, but I will not pursue any more in the series.",neutral
"very disappointing product! In less than a year its doesn't work properly! After 40min of use it turns off, no matter if charged or no! Wouldn't buy again",negative
I ran it for 24h on high and saw a drop from 65 to 55 in a single room. I sent the unit back as it also made some metallic noise. Maybe it was broken. Otherwise it looks nice and is easy to use and move around.,neutral
Small sleeves and tight,neutral
"Was sold on this item when advertised with a 50 recipe book. Came with nothing, not even a link for download. Needless to say I'm disappointed.",negative
More than expected Great product,positive
Installed easily and took paint well. You can really tell a difference between this replacement and oem. Oem is much better material and is much better quality. This replacement looks good but is flimsy material.,neutral
"Fit was good, as expected. Fabric is a good quality, but boning leaves a lot to be desired. After wearing a couple of times, the boning started to warp in areas of bending (should not do this).",neutral
Good overall coverage of hip hop history. Woulda been better if the author had refrained from constantly inserting his political opinions as if they were objective facts. That element gets kinda tedious after awhile.,neutral
"We plugged these in for a party and after an hour they stopped working, and haven’t worked since. Very disappointed, and I had purchased two sets of them.",negative
Very cute book and I love that it dosnt have alot of words on one page. It keeps children engaged!,positive
